date,country,channel,campaign,device,group,impressions,clicks,conversions,spend_usd
2025-02-27,TW,Facebook,Hotel,desktop,B,6029,254,12,350.8
2025-01-29,SG,Google,Flight,desktop,B,12275,594,32,471.44
2025-03-16,KR,Facebook,Flight,desktop,B,10572,477,25,97.98
2025-01-08,SG,Twitter,Vacation,mobile,A,14249,443,14,364.18
2025-03-19,TW,Facebook,Vacation,desktop,A,9145,337,14,251.53
2025-01-03,SG,Naver,Vacation,desktop,A,11436,358,20,533.0
2025-03-08,TH,Google,Vacation,desktop,B,6492,297,21,438.27
2025-02-01,KR,Google,Flight,mobile,A,13457,562,23,86.57
2025-02-04,TW,Baidu,Hotel,desktop,B,241,7,0,6.2
2025-01-02,KR,Facebook,Hotel,mobile,B,11205,491,25,345.26
2025-03-05,JP,Twitter,Vacation,desktop,B,8669,360,17,283.45
2025-01-15,SG,Twitter,Vacation,mobile,B,3313,130,10,126.72
2025-03-01,KR,Google,Flight,desktop,A,5550,194,11,173.63
2025-03-07,TW,Naver,Vacation,desktop,A,13151,368,16,193.05
2025-03-18,JP,Naver,Vacation,desktop,A,13644,388,18,46.26
2025-03-05,TH,Baidu,Vacation,desktop,A,4266,122,7,160.15
2025-01-28,KR,Twitter,Vacation,desktop,A,6150,176,6,116.86
2025-03-08,JP,Facebook,Flight,desktop,B,12250,550,21,178.34
2025-03-16,TW,Twitter,Hotel,desktop,B,8215,309,19,201.11
2025-01-29,TH,Facebook,Vacation,desktop,B,553,29,2,38.95
2025-01-12,JP,Google,Flight,mobile,A,13116,537,22,97.74
2025-03-22,JP,Baidu,Vacation,desktop,B,10200,397,22,71.36
2025-01-14,SG,Baidu,Hotel,mobile,B,4747,209,5,201.71
2025-02-23,TW,Facebook,Flight,desktop,B,4064,166,5,93.15
2025-01-22,TW,Facebook,Vacation,mobile,B,1313,69,0,58.24
2025-01-12,KR,Naver,Vacation,mobile,A,3144,93,3,103.4
2025-03-11,TW,Twitter,Flight,mobile,A,6725,212,5,21.61
2025-01-13,TW,Google,Hotel,mobile,B,10411,522,32,127.0
2025-03-02,TW,Facebook,Hotel,desktop,A,9279,328,14,423.6
2025-03-04,JP,Google,Flight,desktop,A,8932,333,19,427.58
2025-01-06,JP,Naver,Hotel,mobile,A,3571,98,6,144.38
2025-01-16,KR,Naver,Flight,desktop,B,2305,89,6,30.49
2025-03-13,KR,Naver,Vacation,desktop,B,4822,212,12,135.6
2025-02-15,JP,Facebook,Flight,mobile,A,8160,308,20,95.26
2025-01-11,SG,Google,Flight,desktop,A,13607,496,16,156.54
2025-03-31,JP,Google,Flight,desktop,B,7410,359,19,399.26
2025-01-24,TW,Twitter,Vacation,mobile,B,10052,364,10,518.32
2025-01-01,SG,Baidu,Flight,mobile,A,8571,281,8,404.47
2025-03-25,SG,Twitter,Flight,mobile,B,12004,482,21,87.27
2025-01-02,SG,Google,Vacation,desktop,A,9429,384,18,299.11
2025-02-19,SG,Baidu,Flight,mobile,A,9388,281,14,77.06
2025-03-31,JP,Google,Hotel,desktop,A,4129,168,8,27.77
2025-02-22,SG,Twitter,Hotel,desktop,A,5381,163,8,120.0
2025-02-22,SG,Baidu,Flight,mobile,B,789,26,1,3.21
2025-02-04,TH,Twitter,Vacation,mobile,B,10462,416,17,523.89
2025-01-12,KR,Naver,Vacation,mobile,B,6843,293,13,162.95
2025-02-21,JP,Google,Flight,mobile,B,14919,764,41,662.31
2025-03-22,SG,Google,Vacation,desktop,B,12417,596,28,412.64
2025-01-09,JP,Naver,Hotel,desktop,B,5751,243,12,256.29
2025-03-21,TH,Google,Flight,desktop,A,10839,403,19,216.97
2025-02-07,TW,Twitter,Flight,desktop,B,14528,569,34,844.07
2025-02-18,SG,Google,Vacation,desktop,B,13130,634,37,760.54
2025-01-15,SG,Facebook,Flight,desktop,B,6408,259,16,152.02
2025-02-25,KR,Facebook,Hotel,desktop,B,14811,639,34,405.4
2025-01-17,KR,Google,Hotel,desktop,A,2626,136,4,188.94
2025-01-25,TW,Baidu,Hotel,mobile,B,8962,336,11,282.81
2025-03-06,TH,Google,Vacation,desktop,B,14049,713,43,497.93
2025-01-05,TH,Google,Vacation,desktop,B,10563,525,29,162.54
2025-02-10,KR,Baidu,Flight,desktop,B,5429,218,10,207.06
2025-02-23,KR,Baidu,Vacation,desktop,B,643,29,1,36.95
2025-01-12,SG,Google,Flight,desktop,A,8320,315,8,91.65
2025-01-27,TW,Baidu,Hotel,desktop,B,4114,172,12,154.34
2025-01-31,KR,Facebook,Vacation,mobile,A,13618,501,22,157.39
2025-03-01,TW,Facebook,Flight,desktop,A,13448,438,20,519.47
2025-03-29,JP,Baidu,Flight,desktop,B,14214,558,25,698.28
2025-03-17,SG,Google,Hotel,mobile,B,11647,592,26,650.62
2025-01-18,JP,Facebook,Flight,mobile,A,8275,255,7,340.76
2025-01-02,TW,Naver,Flight,desktop,B,7850,294,15,156.9
2025-01-05,TH,Google,Hotel,mobile,A,9164,348,17,189.82
2025-02-23,JP,Google,Hotel,mobile,A,5497,226,12,337.24
2025-01-15,JP,Facebook,Hotel,desktop,B,7104,333,15,348.58
2025-01-21,JP,Baidu,Flight,mobile,A,1954,51,1,60.69
2025-03-18,TW,Baidu,Hotel,mobile,A,7160,215,5,208.55
2025-03-20,KR,Naver,Flight,mobile,B,5192,207,15,303.4
2025-03-17,SG,Google,Hotel,desktop,B,2774,144,6,121.04
2025-01-23,SG,Baidu,Vacation,mobile,B,14914,610,41,401.42
2025-02-25,TW,Facebook,Vacation,mobile,A,4115,147,5,195.61
2025-02-24,SG,Naver,Vacation,mobile,A,14401,397,12,544.73
2025-01-17,TH,Twitter,Flight,desktop,A,10864,323,20,41.16
2025-02-19,TW,Baidu,Vacation,desktop,B,1741,69,5,55.83
2025-02-17,SG,Google,Hotel,mobile,A,5763,238,13,32.76
2025-02-05,TW,Naver,Hotel,desktop,A,9525,311,13,194.45
2025-03-09,SG,Facebook,Hotel,desktop,A,217,6,0,4.42
2025-03-02,KR,Google,Vacation,mobile,A,4202,177,4,169.77
2025-02-17,JP,Naver,Vacation,desktop,B,8009,322,23,50.7
2025-03-07,KR,Facebook,Vacation,mobile,B,11630,486,15,458.57
2025-03-10,JP,Facebook,Hotel,mobile,A,6739,228,8,255.9
2025-02-21,SG,Naver,Hotel,desktop,B,11103,436,21,611.45
2025-01-25,TW,Naver,Vacation,mobile,A,895,30,2,28.29
2025-03-10,JP,Naver,Hotel,desktop,A,5348,180,8,245.41
2025-03-06,JP,Google,Flight,desktop,B,12068,569,32,448.07
2025-03-30,SG,Facebook,Hotel,mobile,A,9261,325,18,364.34
2025-01-14,SG,Baidu,Hotel,desktop,B,285,9,1,6.42
2025-02-07,TH,Google,Hotel,desktop,A,896,37,0,49.75
2025-03-25,TH,Naver,Hotel,mobile,A,505,16,0,5.69
2025-02-16,JP,Google,Vacation,mobile,B,5096,242,12,169.09
2025-03-26,KR,Google,Hotel,desktop,B,1011,49,3,59.86
2025-01-02,JP,Twitter,Flight,mobile,A,4470,147,5,18.18
2025-01-04,JP,Naver,Vacation,mobile,B,4208,143,8,146.59
2025-03-13,KR,Google,Vacation,desktop,A,3901,189,8,163.19
2025-02-02,KR,Google,Flight,mobile,A,11763,442,15,432.02
2025-02-16,JP,Baidu,Vacation,mobile,B,9899,376,19,356.93
2025-02-08,KR,Twitter,Vacation,mobile,B,2563,93,3,82.44
2025-02-06,JP,Baidu,Flight,desktop,B,10928,426,21,198.72
2025-03-26,TW,Naver,Hotel,desktop,A,1791,54,5,13.69
2025-01-09,SG,Twitter,Flight,mobile,B,9765,417,24,94.98
2025-03-11,SG,Naver,Flight,mobile,A,8925,265,9,237.59
2025-03-22,KR,Google,Hotel,mobile,B,12430,629,39,433.71
2025-03-01,TW,Facebook,Vacation,desktop,A,11378,399,12,464.82
2025-02-05,TW,Baidu,Vacation,mobile,B,8145,324,15,315.89
2025-01-15,TW,Google,Flight,mobile,A,11750,496,18,142.99
2025-03-03,SG,Facebook,Vacation,mobile,A,1859,56,4,5.8
2025-02-12,TW,Baidu,Vacation,mobile,B,12190,509,27,315.62
2025-01-14,JP,Facebook,Hotel,mobile,B,2179,94,3,86.82
2025-02-02,JP,Baidu,Vacation,desktop,A,8038,254,11,171.09
2025-03-28,TH,Google,Hotel,desktop,B,6176,319,28,414.21
2025-01-24,SG,Google,Flight,desktop,A,2381,89,6,51.41
2025-01-17,SG,Google,Vacation,desktop,A,2298,97,2,33.79
2025-03-03,TH,Google,Vacation,mobile,B,7720,396,22,268.36
2025-01-18,KR,Google,Hotel,desktop,A,3929,135,6,187.1
2025-03-24,KR,Facebook,Vacation,desktop,A,3223,111,6,116.39
2025-03-19,TH,Naver,Hotel,desktop,B,6306,260,18,389.84
2025-03-30,TH,Baidu,Flight,mobile,A,2337,84,4,120.02
2025-03-24,TW,Twitter,Hotel,desktop,B,2609,101,4,71.26
2025-01-22,SG,Baidu,Hotel,mobile,B,10868,405,17,457.21
2025-01-20,SG,Twitter,Flight,mobile,A,4159,119,3,34.54
2025-01-31,JP,Baidu,Hotel,mobile,B,3502,142,7,146.31
2025-02-12,KR,Twitter,Flight,mobile,A,6030,173,6,223.07
2025-03-21,TH,Twitter,Vacation,desktop,A,7730,196,7,264.64
2025-03-08,JP,Baidu,Hotel,mobile,A,4079,115,3,12.42
2025-02-27,TW,Google,Hotel,desktop,B,8485,416,19,504.61
2025-03-21,SG,Baidu,Flight,mobile,A,11664,401,8,501.26
2025-02-28,SG,Twitter,Flight,desktop,A,3492,126,10,102.71
2025-02-04,TW,Baidu,Flight,desktop,B,7448,317,14,343.24
2025-02-07,TH,Google,Vacation,desktop,B,4695,226,9,326.88
2025-02-16,JP,Naver,Hotel,mobile,A,6140,168,4,236.25
2025-01-08,KR,Naver,Hotel,mobile,B,10308,417,17,464.09
2025-03-08,JP,Google,Flight,desktop,B,6918,346,20,296.59
2025-02-28,TW,Twitter,Hotel,mobile,B,5256,207,9,277.64
2025-03-07,SG,Facebook,Hotel,mobile,A,9505,326,12,94.48
2025-02-18,KR,Facebook,Hotel,mobile,B,8830,391,25,271.05
2025-03-12,KR,Baidu,Vacation,mobile,B,12059,474,21,92.13
2025-03-27,KR,Facebook,Flight,mobile,A,13411,444,18,181.81
2025-02-21,KR,Facebook,Vacation,mobile,A,12538,410,10,212.97
2025-02-09,KR,Google,Vacation,desktop,B,7782,342,10,398.88
2025-01-10,TW,Twitter,Flight,desktop,B,6506,248,25,85.09
2025-03-12,SG,Naver,Hotel,mobile,B,11781,482,29,439.24
2025-03-23,TH,Baidu,Hotel,mobile,B,6803,269,10,179.71
2025-03-04,KR,Naver,Hotel,desktop,A,13461,399,16,263.66
2025-03-19,JP,Baidu,Hotel,mobile,A,7887,224,12,28.67
2025-03-19,KR,Twitter,Flight,mobile,B,10859,422,25,356.59
2025-03-13,SG,Baidu,Vacation,mobile,A,13817,415,17,315.05
2025-02-15,TH,Baidu,Flight,mobile,B,3545,129,9,160.39
2025-01-09,TH,Google,Hotel,desktop,B,13717,713,33,841.17
2025-01-01,TH,Naver,Vacation,desktop,B,5221,231,7,46.21
2025-01-19,JP,Naver,Flight,mobile,B,7338,304,15,31.59
2025-02-08,JP,Facebook,Hotel,mobile,A,12088,439,16,635.8
2025-03-08,TH,Facebook,Vacation,mobile,A,14176,432,20,303.11
2025-02-11,SG,Twitter,Vacation,mobile,A,14531,415,7,406.72
2025-01-03,JP,Baidu,Flight,desktop,B,13904,527,26,360.69
2025-01-19,SG,Twitter,Hotel,mobile,A,8985,278,16,388.91
2025-03-30,JP,Twitter,Hotel,desktop,B,6352,245,13,286.04
2025-03-30,TH,Twitter,Flight,mobile,A,1432,37,2,23.95
2025-02-03,JP,Baidu,Vacation,desktop,A,2116,61,3,76.86
2025-03-14,TH,Facebook,Hotel,desktop,A,3752,132,5,196.25
2025-03-06,TH,Facebook,Hotel,desktop,B,14090,612,40,326.71
2025-03-25,KR,Google,Hotel,desktop,A,9405,358,20,480.45
2025-03-21,TW,Baidu,Vacation,desktop,A,13147,362,15,502.47
2025-02-26,KR,Baidu,Flight,desktop,B,5034,195,11,255.13
2025-02-05,SG,Google,Vacation,mobile,B,10161,520,19,516.38
2025-02-26,SG,Twitter,Hotel,desktop,A,4859,133,11,80.4
2025-01-29,JP,Naver,Flight,desktop,B,13691,570,22,666.03
2025-02-01,TW,Naver,Hotel,mobile,A,1081,29,3,19.12
2025-02-24,KR,Baidu,Vacation,desktop,A,13368,408,18,524.89
2025-02-21,TH,Naver,Flight,desktop,A,2803,77,2,105.94
2025-02-22,KR,Twitter,Vacation,mobile,A,8240,250,10,57.95
2025-02-04,JP,Naver,Flight,desktop,A,4218,94,1,79.81
2025-02-06,TW,Baidu,Flight,desktop,B,13949,529,17,140.69
2025-01-01,TH,Google,Hotel,mobile,B,6685,319,20,208.98
2025-02-24,TH,Baidu,Flight,desktop,A,2827,85,2,93.59
2025-02-21,JP,Naver,Hotel,mobile,A,5936,176,6,137.41
2025-03-26,SG,Facebook,Vacation,desktop,B,13406,598,32,862.76
2025-02-15,JP,Google,Hotel,mobile,A,13300,542,25,532.49
2025-02-12,KR,Facebook,Vacation,mobile,A,6244,217,9,259.22
2025-01-07,TH,Twitter,Hotel,mobile,B,9827,387,16,391.76
2025-01-18,TW,Google,Flight,mobile,B,9023,406,18,172.31
2025-01-31,TW,Google,Flight,mobile,A,2225,89,4,48.54
2025-02-03,TH,Twitter,Hotel,mobile,B,7644,321,13,472.32
2025-02-02,TH,Twitter,Flight,desktop,A,315,7,0,10.17
2025-02-05,JP,Google,Flight,mobile,A,14854,612,26,486.43
2025-03-11,TH,Naver,Hotel,mobile,B,11900,459,28,591.61
2025-01-12,TW,Naver,Vacation,desktop,B,2307,88,4,46.08
2025-01-30,TH,Baidu,Hotel,desktop,A,14584,429,20,636.74
2025-01-15,JP,Baidu,Flight,mobile,B,426,25,2,30.94
2025-01-28,TH,Baidu,Hotel,desktop,A,11321,358,8,259.66
2025-03-03,JP,Naver,Hotel,desktop,A,6184,185,10,183.35
2025-01-05,KR,Google,Flight,mobile,A,8420,335,19,80.62
2025-01-31,KR,Facebook,Hotel,mobile,A,4586,174,3,221.62
2025-01-03,SG,Google,Flight,desktop,B,4736,247,5,147.56
2025-03-27,TH,Naver,Vacation,desktop,A,1111,32,2,12.38
2025-03-07,JP,Facebook,Flight,desktop,A,13149,493,18,212.31
2025-01-22,SG,Baidu,Vacation,desktop,B,2303,72,5,12.41
2025-01-18,SG,Facebook,Vacation,mobile,A,10833,371,18,426.11
2025-01-09,KR,Baidu,Flight,desktop,A,9838,315,6,226.35
2025-02-12,SG,Google,Hotel,mobile,B,7068,335,19,295.92
2025-03-09,JP,Naver,Hotel,mobile,B,4078,157,6,206.68
2025-02-22,TH,Facebook,Flight,mobile,A,8036,272,12,316.92
2025-03-21,JP,Baidu,Flight,mobile,A,6843,194,7,63.85
2025-01-31,TW,Baidu,Hotel,mobile,A,14859,438,15,222.03
2025-01-26,TW,Facebook,Hotel,desktop,B,2815,133,5,188.56
2025-02-13,KR,Facebook,Vacation,desktop,A,7033,242,4,317.22
2025-01-19,TW,Twitter,Hotel,mobile,A,13621,389,22,184.81
2025-03-29,KR,Facebook,Hotel,desktop,A,3095,106,5,120.33
2025-01-17,TH,Baidu,Hotel,mobile,B,6347,256,11,240.23
2025-02-13,TH,Facebook,Vacation,mobile,A,10448,331,12,36.15
2025-02-16,TH,Naver,Vacation,desktop,A,12297,379,17,253.32
2025-01-06,TW,Twitter,Flight,mobile,A,5123,138,4,202.17
2025-02-12,KR,Facebook,Flight,mobile,A,4721,175,9,64.41
2025-02-10,JP,Twitter,Flight,desktop,B,4185,164,7,194.56
2025-01-24,TH,Twitter,Flight,mobile,B,4917,196,8,51.62
2025-01-12,TW,Google,Flight,desktop,A,9160,347,10,217.96
2025-01-05,JP,Naver,Flight,desktop,A,705,19,1,7.87
2025-01-01,TW,Naver,Flight,mobile,B,512,21,1,15.51
2025-02-13,SG,Naver,Flight,desktop,B,2256,87,5,81.97
2025-01-09,KR,Facebook,Flight,desktop,A,4748,164,5,227.55
2025-03-28,JP,Facebook,Vacation,desktop,A,7274,248,9,283.41
2025-01-23,TW,Twitter,Hotel,mobile,B,985,37,1,27.22
2025-02-28,SG,Google,Hotel,desktop,B,12091,599,19,73.04
2025-03-02,TH,Twitter,Hotel,mobile,A,10360,309,17,43.84
2025-02-14,TW,Baidu,Flight,mobile,A,10078,276,16,228.3
2025-03-21,TW,Twitter,Vacation,desktop,A,8785,270,14,257.98
2025-01-10,TW,Google,Vacation,desktop,A,3396,120,3,28.82
2025-01-22,JP,Twitter,Flight,desktop,A,1099,30,1,17.45
2025-01-23,TW,Google,Flight,desktop,A,9596,419,15,528.15
2025-01-13,JP,Twitter,Hotel,mobile,B,5909,236,14,183.8
2025-01-27,SG,Facebook,Hotel,mobile,B,12865,585,33,754.43
2025-01-29,TW,Twitter,Hotel,desktop,A,3739,111,5,68.43
2025-03-10,KR,Twitter,Flight,desktop,B,11985,463,19,411.17
2025-01-28,TH,Google,Vacation,mobile,B,13452,626,33,142.98
2025-03-20,KR,Baidu,Flight,desktop,A,8416,245,11,64.87
2025-03-11,JP,Baidu,Hotel,desktop,B,11328,455,31,410.79
2025-03-23,KR,Twitter,Hotel,desktop,B,3597,141,8,204.93
2025-01-10,KR,Baidu,Flight,mobile,B,6085,220,7,190.08
2025-03-30,TH,Twitter,Hotel,mobile,A,4536,122,9,167.47
2025-02-25,TH,Google,Flight,desktop,A,5062,197,10,203.34
2025-03-30,TH,Facebook,Vacation,desktop,A,10675,354,17,353.26
2025-02-01,JP,Google,Vacation,desktop,B,4991,259,15,333.76
2025-03-27,JP,Naver,Flight,desktop,A,3565,103,4,115.93
2025-02-22,SG,Facebook,Hotel,mobile,A,9131,328,11,405.24
2025-01-07,JP,Twitter,Vacation,desktop,A,9244,276,12,224.94
2025-02-06,TW,Baidu,Vacation,mobile,B,13671,558,32,236.43
2025-01-13,SG,Naver,Hotel,mobile,A,4590,138,3,14.77
2025-03-26,TW,Facebook,Hotel,mobile,B,6565,304,10,107.92
2025-01-28,TH,Facebook,Vacation,mobile,B,5603,281,11,289.62
2025-01-21,TW,Twitter,Flight,mobile,B,11859,516,28,347.43
2025-02-19,JP,Naver,Hotel,desktop,B,5018,185,9,228.78
2025-02-08,TH,Google,Flight,desktop,A,426,18,0,10.15
2025-01-09,KR,Twitter,Vacation,mobile,A,2914,96,5,105.21
2025-03-15,TH,Google,Hotel,desktop,B,11882,586,24,117.94
2025-03-18,JP,Baidu,Vacation,mobile,A,9201,284,16,84.88
2025-03-08,TH,Google,Hotel,desktop,B,11782,593,36,565.35
2025-02-25,JP,Naver,Hotel,mobile,A,5482,171,4,146.05
2025-02-06,TH,Baidu,Vacation,mobile,A,7610,216,9,188.31
2025-02-18,SG,Naver,Hotel,desktop,A,4341,118,3,146.68
2025-02-16,SG,Baidu,Vacation,desktop,B,10109,385,25,163.71
2025-01-15,SG,Google,Hotel,desktop,B,7637,373,17,386.06
2025-01-08,JP,Twitter,Flight,mobile,B,12137,473,22,324.34
2025-01-23,TW,Twitter,Hotel,desktop,B,14188,580,28,501.93
2025-02-10,JP,Facebook,Flight,desktop,B,12022,553,19,470.96
2025-01-15,KR,Twitter,Flight,desktop,A,7616,230,6,325.21
2025-01-10,TW,Baidu,Flight,desktop,B,12638,480,26,199.08
2025-03-18,KR,Twitter,Hotel,desktop,A,13480,375,21,522.4
2025-02-03,KR,Google,Flight,mobile,A,10430,433,20,60.63
2025-02-22,JP,Twitter,Hotel,desktop,B,6715,296,13,74.1
2025-02-17,TW,Facebook,Vacation,mobile,A,12728,480,14,480.25
2025-03-08,TW,Twitter,Flight,mobile,A,4046,118,1,133.86
2025-03-08,TH,Facebook,Vacation,mobile,A,8000,262,12,345.42
2025-01-27,KR,Twitter,Vacation,mobile,A,3709,118,4,35.82
2025-03-18,SG,Facebook,Hotel,mobile,B,4923,220,8,39.08
2025-02-03,SG,Facebook,Vacation,mobile,A,10493,332,17,261.26
2025-03-17,KR,Naver,Vacation,desktop,A,14907,422,13,251.0
2025-02-06,TW,Naver,Vacation,mobile,A,3305,98,3,67.59
2025-01-10,TH,Twitter,Vacation,desktop,A,398,15,1,17.39
2025-03-10,JP,Baidu,Hotel,desktop,A,1582,52,2,63.43
2025-01-03,TH,Facebook,Flight,desktop,A,12638,465,19,429.29
2025-03-11,SG,Twitter,Hotel,desktop,B,6613,251,8,206.98
2025-01-04,TW,Google,Vacation,desktop,A,10351,422,12,220.53
2025-01-19,TW,Twitter,Flight,desktop,A,13490,403,17,436.82
2025-02-24,JP,Baidu,Hotel,mobile,B,8437,311,20,370.5
2025-03-26,TW,Google,Hotel,mobile,B,10311,517,24,55.59
2025-02-06,JP,Baidu,Vacation,desktop,A,1356,37,0,28.85
2025-01-11,JP,Twitter,Hotel,mobile,A,9402,282,10,310.47
2025-01-21,KR,Twitter,Flight,mobile,A,10356,306,13,369.22
2025-03-22,TW,Google,Hotel,desktop,A,6339,287,13,129.83
2025-03-07,SG,Facebook,Vacation,desktop,A,6094,221,7,74.73
2025-01-10,TH,Twitter,Hotel,mobile,B,5289,239,14,69.11
2025-02-04,TW,Facebook,Vacation,desktop,B,520,22,3,4.74
2025-01-24,KR,Naver,Vacation,mobile,B,2998,108,6,124.32
2025-01-17,TH,Facebook,Hotel,desktop,A,8812,313,15,330.09
2025-03-18,SG,Google,Flight,desktop,A,4061,159,7,103.04
2025-02-25,SG,Naver,Vacation,desktop,B,3359,137,10,89.45
2025-01-17,TW,Naver,Vacation,mobile,B,10215,399,11,423.68
2025-02-28,KR,Facebook,Flight,mobile,A,2525,94,4,137.1
2025-02-07,SG,Baidu,Vacation,desktop,B,8018,313,12,67.93
2025-01-06,TW,Google,Hotel,desktop,A,3064,110,2,119.67
2025-02-10,TW,Twitter,Flight,desktop,A,545,3,0,2.3
2025-01-17,TH,Google,Vacation,mobile,B,7694,371,19,350.21
2025-01-23,JP,Naver,Vacation,mobile,B,13350,544,29,524.7
2025-03-21,TH,Google,Flight,desktop,B,14151,698,34,734.96
2025-03-05,SG,Google,Hotel,desktop,A,8893,383,15,369.65
2025-01-13,JP,Facebook,Hotel,mobile,B,3495,172,10,141.19
2025-03-18,KR,Naver,Flight,desktop,B,1581,68,5,69.94
2025-02-21,TW,Baidu,Vacation,desktop,A,12402,414,14,100.17
2025-03-20,TW,Twitter,Flight,desktop,B,8511,330,16,165.4
2025-03-09,TW,Naver,Flight,desktop,A,4395,131,5,42.54
2025-01-31,SG,Baidu,Hotel,desktop,A,201,6,0,3.39
2025-02-18,JP,Facebook,Vacation,mobile,A,6790,243,18,152.27
2025-02-17,KR,Baidu,Hotel,desktop,B,11481,484,24,687.19
2025-03-06,TH,Naver,Vacation,desktop,B,2515,92,6,18.58
2025-01-23,SG,Facebook,Vacation,desktop,A,3345,130,6,112.04
2025-01-30,TW,Facebook,Vacation,mobile,B,12720,606,35,472.98
2025-01-23,KR,Twitter,Hotel,mobile,B,659,23,0,15.66
2025-01-27,KR,Baidu,Hotel,desktop,B,1155,42,2,53.2
2025-01-15,TW,Facebook,Flight,mobile,A,5557,171,4,34.17
2025-01-04,TW,Baidu,Vacation,mobile,A,10108,307,9,453.5
2025-03-26,TW,Google,Vacation,mobile,A,12577,499,17,536.81
2025-01-07,JP,Twitter,Flight,desktop,B,11261,472,27,619.45
2025-03-21,KR,Naver,Flight,mobile,B,10529,405,22,538.74
2025-01-01,TW,Baidu,Flight,desktop,B,5521,217,14,61.7
2025-03-11,JP,Baidu,Vacation,desktop,B,13446,545,21,435.11
2025-01-30,TW,Twitter,Hotel,desktop,B,4382,162,8,207.23
2025-02-16,TH,Twitter,Hotel,desktop,B,7715,311,21,131.68
2025-01-26,TH,Baidu,Vacation,mobile,B,11376,444,23,170.9
2025-02-14,TW,Twitter,Flight,desktop,A,10271,321,18,268.94
2025-02-10,SG,Twitter,Hotel,desktop,B,14115,589,31,669.83
2025-02-17,SG,Facebook,Flight,desktop,A,8059,277,10,332.83
2025-02-05,TH,Google,Hotel,desktop,B,4737,267,11,392.58
2025-02-18,TW,Twitter,Flight,desktop,A,13660,460,15,64.84
2025-03-16,SG,Facebook,Hotel,desktop,A,4719,186,6,213.38
2025-02-09,JP,Google,Vacation,desktop,A,11497,456,26,67.74
2025-02-02,JP,Baidu,Flight,mobile,B,6241,256,16,278.41
2025-01-12,KR,Baidu,Hotel,desktop,A,1932,51,3,12.87
2025-02-02,KR,Twitter,Hotel,mobile,A,8592,269,3,147.99
2025-01-12,KR,Twitter,Flight,desktop,B,3566,148,8,82.88
2025-01-17,TW,Google,Flight,desktop,A,14300,574,14,95.34
2025-03-27,JP,Google,Hotel,desktop,B,3563,185,4,123.49
2025-01-09,TW,Twitter,Hotel,desktop,B,6977,277,12,119.89
2025-02-13,JP,Naver,Flight,desktop,A,7257,225,4,291.0
2025-03-17,KR,Twitter,Hotel,mobile,B,2547,105,5,69.22
2025-03-27,TW,Naver,Flight,desktop,B,13678,606,33,593.47
2025-01-14,TW,Baidu,Vacation,mobile,B,12351,482,23,151.89
2025-01-15,JP,Twitter,Vacation,mobile,B,9153,374,18,341.46
2025-02-03,TH,Facebook,Hotel,desktop,A,287,14,0,5.65
2025-02-19,TH,Naver,Hotel,desktop,B,9738,381,22,539.24
2025-03-28,TH,Naver,Flight,desktop,A,9840,308,16,309.98
2025-01-19,TW,Twitter,Flight,desktop,A,1000,35,2,14.7
2025-01-15,JP,Google,Vacation,desktop,B,3158,165,10,150.18
2025-01-23,JP,Naver,Vacation,desktop,A,9229,284,15,125.86
2025-03-20,KR,Naver,Vacation,desktop,B,9491,377,22,398.34
2025-01-03,KR,Twitter,Vacation,mobile,A,5956,180,10,123.24
2025-02-04,JP,Baidu,Hotel,mobile,B,13429,559,25,299.31
2025-01-11,TW,Facebook,Flight,mobile,A,7064,255,12,175.37
2025-01-15,TH,Google,Hotel,desktop,A,6491,254,10,327.49
2025-03-24,JP,Naver,Vacation,mobile,A,9472,276,11,127.22
2025-01-01,KR,Baidu,Hotel,mobile,B,4603,176,12,217.77
2025-01-29,SG,Naver,Flight,desktop,A,7479,206,9,130.34
2025-03-24,JP,Naver,Hotel,mobile,A,13632,441,22,514.69
2025-02-24,KR,Baidu,Hotel,desktop,A,3438,109,2,62.25
2025-01-07,SG,Twitter,Flight,mobile,A,8452,257,16,382.75
2025-02-11,TH,Naver,Flight,mobile,B,10983,426,27,269.35
2025-03-29,KR,Naver,Vacation,desktop,A,4654,125,5,25.22
2025-02-06,TW,Google,Vacation,desktop,A,3796,176,6,112.15
2025-02-17,TH,Baidu,Vacation,mobile,A,1306,36,2,28.85
2025-02-17,TH,Facebook,Vacation,mobile,B,11874,494,30,269.31
2025-03-01,JP,Naver,Hotel,desktop,B,10062,375,18,459.19
2025-01-17,SG,Facebook,Vacation,mobile,B,14477,683,31,1006.83
2025-03-17,TH,Naver,Hotel,desktop,B,10271,437,24,247.52
2025-03-30,SG,Facebook,Vacation,mobile,A,12812,452,9,143.29
2025-01-13,JP,Naver,Vacation,mobile,B,3088,124,8,45.25
2025-03-15,JP,Baidu,Vacation,desktop,A,10194,291,12,324.5
2025-03-15,TH,Naver,Vacation,desktop,A,11778,367,15,54.43
2025-03-08,KR,Baidu,Hotel,desktop,B,8531,319,17,261.85
2025-02-03,JP,Twitter,Hotel,mobile,B,11158,426,17,166.47
2025-02-12,KR,Facebook,Flight,mobile,B,13399,594,22,710.44
2025-03-17,JP,Google,Hotel,mobile,A,1787,63,4,93.25
2025-01-14,SG,Baidu,Vacation,desktop,A,9000,287,14,281.32
2025-03-16,TH,Google,Vacation,mobile,A,3398,145,4,74.59
